ibge7;Município;2010;2020;2021;2022
3123908;Entre Rios de Minas;98,31;91,18;113,33;93,37
3124005;Ervália;122,64;104,95;92,80;115,53
3124104;Esmeraldas;100,14;89,44;75,39;72,39
3124203;Espera Feliz;84,59;110,94;81,18;100,00
3124302;Espinosa;98,89;97,85;72,66;99,16
3124401;Espírito Santo do Dourado;79,07;64,86;40,66;85,85
3124500;Estiva;91,87;100,00;86,61;78,74
3124609;Estrela D' Alva;96,55;140,91;100,00;72,41
3124708;Estrela do Indaiá;117,86;103,57;13,64;91,67
3124807;Estrela do Sul;106,25;91,43;104,62;89,61
3124906;Eugenópolis;174,04;47,22;11,46;61,67
3125002;Ewbank da Câmara;127,08;100,00;157,45;98,44
3125101;Extrema;151,14;97,20;80,20;98,87
3125200;Fama;105,56;69,23;15,38;63,64
3125309;Faria Lemos;85,19;93,33;51,28;59,18
3125408;Felício dos Santos;108,57;79,01;95,24;96,55
3125606;Felisburgo;104,76;81,91;58,25;87,76
3125705;Felixlândia;145,45;82,24;116,13;102,46
3125804;Fernandes Tourinho;137,50;93,75;100,00;83,33
3125903;Ferros;107,56;49,47;77,67;104,82
3125952;Fervedouro;92,86;112,03;79,38;101,42
3126000;Florestal;134,48;144,29;136,51;71,91
3126109;Formiga;91,36;91,90;83,94;88,94
3126208;Formoso;118,09;97,73;137,65;92,52
3126307;Fortaleza de Minas;143,59;86,84;56,67;62,86
3126406;Fortuna de Minas;100,00;106,25;116,67;140,63
3126505;Francisco Badaró;115,87;86,54;108,82;98,00
3126604;Francisco Dumont;78,21;120,00;44,44;66,00
3126752;Franciscópolis;111,11;98,41;102,00;69,23
3126703;Francisco Sá;115,24;83,12;50,17;85,71
3126802;Frei Gaspar;73,03;88,41;79,07;77,78
3126901;Frei Inocêncio;126,79;74,36;110,64;88,18
3126950;Frei Lagonegro;108,00;143,75;102,63;108,70
3127008;Fronteira;104,50;75,84;63,43;96,03
3127057;Fronteira dos Vales;135,82;87,50;27,08;72,92
3127073;Fruta de Leite;102,88;1,89;85,19;166,67
3127107;Frutal;87,69;90,83;22,03;39,88
3127206;Funilândia;118,75;97,96;151,43;89,09
3127305;Galiléia;120,29;109,64;100,00;72,92
3127339;Gameleiras;97,06;110,17;94,44;118,46
3127354;Glaucilândia;106,67;58,33;47,22;104,55
3127370;Goiabeira;111,90;82,35;114,71;84,44
3127388;Goianá;144,83;100,00;72,50;76,67
3127404;Gonçalves;117,50;139,39;116,13;97,78
3127503;Gonzaga;129,87;122,67;105,63;108,45
3127602;Gouveia;84,48;87,84;104,55;108,06
3127701;Governador Valadares;107,27;77,07;69,87;71,96
3127800;Grão Mogol;98,91;125,17;108,38;110,46
3127909;Grupiara;135,71;240,00;181,82;100,00
3128006;Guanhães;99,75;84,01;77,70;92,73
3128105;Guapé;111,28;113,53;95,77;100,00
3128204;Guaraciaba;100,00;110,71;58,00;109,72
3128253;Guaraciama;98,39;140,00;93,55;81,03
3128303;Guaranésia;89,96;100,87;88,70;103,54
3128402;Guarani;105,88;110,11;73,68;107,41
3128501;Guarará;211,76;141,67;80,56;97,30
3128600;Guarda-Mor;123,88;79,80;64,71;125,86
3128709;Guaxupé;105,75;72,63;69,74;77,04
3128808;Guidoval;113,75;132,91;123,38;98,96
3128907;Guimarânia;97,80;108,91;115,09;101,82
3129004;Guiricema;101,16;97,30;72,15;108,47
3129103;Gurinhatã;137,50;183,87;116,13;136,36
3129202;Heliodora;118,84;81,08;114,75;105,97
3129301;Iapu;132,17;115,57;85,71;121,50
3129400;Ibertioga;89,71;92,42;55,36;76,56
3129509;Ibiá;82,47;84,03;69,29;76,47
3129608;Ibiaí;133,06;78,10;87,63;100,00
3129657;Ibiracatu;90,12;85,54;82,19;137,93
3129707;Ibiraci;152,89;106,04;80,67;110,71
3129806;Ibirité;101,78;94,05;79,36;86,37
3129905;Ibitiúra de Minas;110,71;39,62;106,25;155,56
3130002;Ibituruna;116,22;91,67;150,00;86,21
3130051;Icaraí de Minas;112,21;91,96;104,31;115,29
3130101;Igarapé;108,76;104,59;99,17;92,29
3130200;Igaratinga;87,83;106,67;92,37;102,31
3130309;Iguatama;88,37;98,63;81,69;79,45
3130408;Ijaci;103,95;126,25;78,65;66,67
3130507;Ilicínea;138,97;114,19;92,86;88,59
3130556;Imbé de Minas;123,86;79,17;87,65;100,00
3130606;Inconfidentes;168,18;114,29;116,95;107,94
3130655;Indaiabira;105,88;71,23;60,00;73,81
3130705;Indianópolis;98,72;118,06;69,01;100,00
3130804;Ingaí;105,56;90,00;96,30;87,88
3130903;Inhapim;103,44;91,41;97,63;96,71
3131000;Inhaúma;92,19;107,69;91,80;114,04
3131109;Inimutaba;135,19;118,18;133,87;95,12
3131158;Ipaba;96,62;100,00;88,65;109,78
3131208;Ipanema;101,76;86,51;76,64;101,53
3131307;Ipatinga;97,31;99,47;91,33;97,39
3131406;Ipiaçu;178,26;125,00;107,41;100,00
3131505;Ipuiúna;108,79;92,16;70,59;117,28
3131604;Iraí de Minas;161,25;118,82;119,32;80,73
3131703;Itabira;92,52;77,89;58,61;77,27
3131802;Itabirinha;143,06;88,67;113,53;106,25
3131901;Itabirito;91,60;64,47;50,00;66,80
3132008;Itacambira;121,82;81,58;75,00;87,88
3132107;Itacarambi;86,21;58,67;56,27;87,56
3132206;Itaguara;95,21;100,60;98,69;102,63
3132305;Itaipé;90,50;93,41;86,81;108,13
3132404;Itajubá;100,59;94,66;78,84;92,93
3132503;Itamarandiba;101,80;81,37;82,81;100,45
3132602;Itamarati de Minas;107,89;126,32;137,84;96,00
3132701;Itambacuri;84,45;79,47;94,16;91,69
3132800;Itambé do Mato Dentro;211,11;152,63;95,45;72,41
3132909;Itamogi;95,24;113,68;80,29;102,88
3133006;Itamonte;98,92;95,29;93,06;111,04
3133105;Itanhandu;105,85;90,58;91,62;101,79
3133204;Itanhomi;126,54;81,18;83,10;76,22
3133303;Itaobim;90,88;56,97;73,28;99,57
3133402;Itapagipe;101,01;129,57;93,75;74,60
